Simulation,LL_Null,LL_Alternative,Alpha_B,Beta_B,TestStatistic,PIT_Sup_Null,PIT_Sup_Alternative,PIT_Pairwise_Delta,KS_Null,KS_Alternative,ExitFlag_Null,ExitFlag_Alternative,AlphaSearchExpanded,AlphaBoundaryHit,AlphaCandidatesEvaluated,AlphaCandidatesEstimated,AlphaNullCandidateReused,AlphaSearchStopReason
155,624.412615772688,624.412615772688,1,1,0,0.0267605633802817,0.0267605633802817,0,0.0331109840288375,0.0331109840288375,2,2,0,0,5,4,1,interior optimum
156,633.043040634387,633.932728628548,0.95,1,1.77937598832295,0.0211267605633803,0.0183098591549296,0.0169014084507042,0.0304558722100572,0.0264788397009442,2,2,1,0,7,6,1,interior optimum
157,619.841910045384,619.841910045384,1,1,0,0.023943661971831,0.023943661971831,0,0.0335551284250513,0.0335551284250513,2,2,0,0,5,4,1,interior optimum
158,601.188039395716,602.549934199314,1.1,1,2.72378960719493,0.0352112676056338,0.0295774647887324,0.0225352112676056,0.0288435814600622,0.0333941240551339,2,2,1,0,7,6,1,interior optimum
159,626.880960504015,627.522776709178,0.95,1,1.28363241032594,0.0352112676056338,0.0408450704225352,0.0140845070422535,0.0739443442588871,0.0629842356661261,2,2,0,0,5,4,1,interior optimum
160,629.408301181245,629.408301181245,1,1,0,0.0380281690140845,0.0380281690140845,0,0.0543809052438924,0.0543809052438924,1,1,0,0,5,4,1,interior optimum
161,638.637719464739,638.637719464739,1,1,0,0.0295774647887324,0.0295774647887324,0,0.0404280679472543,0.0404280679472543,2,2,0,0,5,4,1,interior optimum
162,614.276953546092,614.661152314,1.05,1,0.768397535816348,0.0436619718309859,0.0492957746478873,0.00563380281690141,0.0408402651475966,0.0445691304460655,1,2,0,0,5,4,1,interior optimum
163,641.61422369178,641.61422369178,1,1,0,0.0211267605633803,0.0211267605633803,0,0.02269438442071,0.02269438442071,2,2,0,0,5,4,1,interior optimum
164,603.587730392827,603.587730392827,1,1,0,0.0267605633802817,0.0267605633802817,0,0.0430044218570583,0.0430044218570583,1,1,0,0,5,4,1,interior optimum
165,592.989838060185,594.510416869143,1.1,1,3.04115761791741,0.0323943661971831,0.0352112676056338,0.0225352112676056,0.0460336824386141,0.0458481480937255,2,2,1,0,7,6,1,interior optimum
166,613.195711198007,613.937471037764,1.05,1,1.48351967951339,0.023943661971831,0.023943661971831,0.0112676056338028,0.0500498868991175,0.0390069070288749,2,1,1,0,7,6,1,interior optimum
167,655.414227908306,656.317925012145,0.95,1,1.80739420767941,0.0267605633802817,0.0380281690140845,0.0112676056338028,0.0442218730526533,0.0280049855507588,2,1,1,0,7,6,1,interior optimum
168,612.654913705759,612.654913705759,1,1,0,0.0436619718309859,0.0436619718309859,0,0.0502060233245286,0.0502060233245286,2,2,0,0,5,4,1,interior optimum
169,623.630476177458,623.630476177458,1,1,0,0.0267605633802817,0.0267605633802817,0,0.0352010674992906,0.0352010674992906,2,2,0,0,5,4,1,interior optimum
170,617.776756958073,617.776756958073,1,1,0,0.0267605633802817,0.0267605633802817,0,0.0310478966330942,0.0310478966330942,2,2,0,0,5,4,1,interior optimum
171,630.945434236785,632.251954396015,0.95,1,2.61304031846066,0.0380281690140845,0.0211267605633803,0.028169014084507,0.0651484454618392,0.0558660075636399,1,2,1,0,7,6,1,interior optimum
172,646.053898350042,646.54798164455,0.95,1,0.988166589017283,0.0295774647887324,0.0295774647887324,0.0140845070422535,0.0528342032566561,0.0453571598133398,2,2,0,0,5,4,1,interior optimum
173,632.193009525833,632.771887086291,0.95,1,1.15775512091454,0.0267605633802817,0.023943661971831,0.0169014084507042,0.0260217876016645,0.0392446819060195,2,2,0,0,5,4,1,interior optimum
174,598.717209451401,599.433536008926,1.05,1,1.43265311504979,0.0352112676056338,0.0295774647887324,0.0140845070422535,0.0320925402587445,0.0352199629886354,2,2,1,0,7,6,1,interior optimum
175,635.826840444504,635.826840444504,1,1,0,0.0352112676056338,0.0352112676056338,0,0.0298448015857105,0.0298448015857105,2,2,0,0,5,4,1,interior optimum
176,619.575006046154,619.575006046154,1,1,0,0.0183098591549296,0.0183098591549296,0,0.0363209904209197,0.0363209904209197,2,2,0,0,5,4,1,interior optimum
177,621.364516244881,621.364516244881,1,1,0,0.0352112676056338,0.0352112676056338,0,0.0368337852677226,0.0368337852677226,2,2,0,0,5,4,1,interior optimum
178,678.472973322931,681.384853273858,0.9,1,5.82375990185506,0.0408450704225352,0.0352112676056338,0.028169014084507,0.0446501535075754,0.042760058506163,2,2,1,0,7,6,1,interior optimum
179,645.049620074049,645.049620074049,1,1,0,0.0323943661971831,0.0323943661971831,0,0.048812748936347,0.048812748936347,2,2,0,0,5,4,1,interior optimum
180,624.951944311605,624.951944311605,1,1,0,0.023943661971831,0.023943661971831,0,0.0254606180818481,0.0254606180818481,1,1,0,0,5,4,1,interior optimum
181,622.769162796148,622.769162796148,1,1,0,0.0295774647887324,0.0295774647887324,0,0.0418903690176367,0.0418903690176367,2,2,0,0,5,4,1,interior optimum
182,629.337519608902,629.517889560305,0.95,1,0.360739902807154,0.023943661971831,0.0267605633802817,0.0140845070422535,0.028820793172381,0.0355598631616567,1,1,0,0,5,4,1,interior optimum
183,613.44850396994,613.44850396994,1,1,0,0.023943661971831,0.023943661971831,0,0.0299923743592021,0.0299923743592021,2,2,0,0,5,4,1,interior optimum
184,628.837047193154,628.837047193154,1,1,0,0.0154929577464789,0.0154929577464789,0,0.0231454781998752,0.0231454781998752,2,2,0,0,5,4,1,interior optimum
185,636.879907578142,636.884572097442,0.95,1,0.00932903859938961,0.0211267605633803,0.0211267605633803,0.0169014084507042,0.039687420069897,0.0394346603631404,2,2,0,0,5,4,1,interior optimum
186,623.605149937971,623.651158296935,0.95,1,0.0920167179274358,0.0183098591549296,0.0154929577464789,0.0112676056338028,0.0301451771107842,0.0313318536718449,1,1,0,0,5,4,1,interior optimum
187,640.111630594157,640.530237907952,0.95,1,0.837214627591266,0.0295774647887324,0.0211267605633803,0.0197183098591549,0.0320599230700155,0.0337261396309541,2,1,0,0,5,4,1,interior optimum
188,636.321204065787,637.531804698024,0.95,1,2.42120126447298,0.0352112676056338,0.0436619718309859,0.0140845070422535,0.0347294024058009,0.0357573356928611,2,1,1,0,7,6,1,interior optimum
189,624.508541338313,624.776225337452,0.95,1,0.535367998278389,0.023943661971831,0.0380281690140845,0.0140845070422535,0.0515683069020179,0.0422397530382552,2,2,0,0,5,4,1,interior optimum
190,608.269612597148,608.269612597148,1,1,0,0.0295774647887324,0.0295774647887324,0,0.0515290343682945,0.0515290343682945,2,2,0,0,5,4,1,interior optimum
191,620.970573414354,620.970573414354,1,1,0,0.0183098591549296,0.0183098591549296,0,0.0299961061238048,0.0299961061238048,2,2,0,0,5,4,1,interior optimum
192,636.742472239882,636.742472239882,1,1,0,0.0295774647887324,0.0295774647887324,0,0.0499152065827458,0.0499152065827458,2,2,0,0,5,4,1,interior optimum
193,621.238426939084,621.519559079233,1.05,1,0.562264280297086,0.0267605633802817,0.023943661971831,0.00845070422535212,0.0299478926769925,0.0279652228442786,2,2,0,0,5,4,1,interior optimum
194,631.92800052625,631.92800052625,1,1,0,0.0323943661971831,0.0323943661971831,0,0.0271993711494635,0.0271993711494635,1,1,0,0,5,4,1,interior optimum
195,611.217832172115,611.217832172115,1,1,0,0.0352112676056338,0.0352112676056338,0,0.0230829442155818,0.0230829442155818,2,2,0,0,5,4,1,interior optimum
196,609.190499270751,609.933680122523,1.05,1,1.48636170354484,0.0267605633802817,0.0211267605633803,0.0169014084507042,0.0422091181205325,0.0325690333160789,2,2,1,0,7,6,1,interior optimum
197,627.85495484432,627.85495484432,1,1,0,0.0126760563380282,0.0126760563380282,0,0.0293208107710451,0.0293208107710451,2,2,0,0,5,4,1,interior optimum
198,642.567720607959,642.567720607959,1,1,0,0.0211267605633803,0.0211267605633803,0,0.0268551990975643,0.0268551990975643,1,1,0,0,5,4,1,interior optimum
199,631.087201617204,631.087201617204,1,1,0,0.0267605633802817,0.0267605633802817,0,0.0387730761382846,0.0387730761382846,2,2,0,0,5,4,1,interior optimum
200,628.406201616861,628.406201616861,1,1,0,0.023943661971831,0.023943661971831,0,0.0431532409922418,0.0431532409922418,2,2,0,0,5,4,1,interior optimum
