date,exdate,ttm_label,months_ahead,quote_month,exp_month,third_friday,raw_quote_date,base_exp_month,base_exdate,base_third_friday,base_exdate_shifted_by_holiday,exdate_shifted_by_holiday,quote_date_shifted_by_holiday,calendar_days_to_exdate,ttm_after_am_settlement
20200520,20200619,30,1,202005,202006,20200619,20200520,202006,20200619,20200619,0,0,0,30,29
20200617,20200717,30,1,202006,202007,20200717,20200617,202007,20200717,20200717,0,0,0,30,29
20200722,20200821,30,1,202007,202008,20200821,20200722,202008,20200821,20200821,0,0,0,30,29
20200819,20200918,30,1,202008,202009,20200918,20200819,202009,20200918,20200918,0,0,0,30,29
20200916,20201016,30,1,202009,202010,20201016,20200916,202010,20201016,20201016,0,0,0,30,29
20201021,20201120,30,1,202010,202011,20201120,20201021,202011,20201120,20201120,0,0,0,30,29
20201118,20201218,30,1,202011,202012,20201218,20201118,202012,20201218,20201218,0,0,0,30,29
20201216,20210115,30,1,202012,202101,20210115,20201216,202101,20210115,20210115,0,0,0,30,29
20210120,20210219,30,1,202101,202102,20210219,20210120,202102,20210219,20210219,0,0,0,30,29
20210217,20210319,30,1,202102,202103,20210319,20210217,202103,20210319,20210319,0,0,0,30,29
20210317,20210416,30,1,202103,202104,20210416,20210317,202104,20210416,20210416,0,0,0,30,29
20210421,20210521,30,1,202104,202105,20210521,20210421,202105,20210521,20210521,0,0,0,30,29
20210519,20210618,30,1,202105,202106,20210618,20210519,202106,20210618,20210618,0,0,0,30,29
20210616,20210716,30,1,202106,202107,20210716,20210616,202107,20210716,20210716,0,0,0,30,29
20210721,20210820,30,1,202107,202108,20210820,20210721,202108,20210820,20210820,0,0,0,30,29
20210818,20210917,30,1,202108,202109,20210917,20210818,202109,20210917,20210917,0,0,0,30,29
20210915,20211015,30,1,202109,202110,20211015,20210915,202110,20211015,20211015,0,0,0,30,29
20211020,20211119,30,1,202110,202111,20211119,20211020,202111,20211119,20211119,0,0,0,30,29
20211117,20211217,30,1,202111,202112,20211217,20211117,202112,20211217,20211217,0,0,0,30,29
20211222,20220121,30,1,202112,202201,20220121,20211222,202201,20220121,20220121,0,0,0,30,29
20220119,20220218,30,1,202201,202202,20220218,20220119,202202,20220218,20220218,0,0,0,30,29
20220216,20220318,30,1,202202,202203,20220318,20220216,202203,20220318,20220318,0,0,0,30,29
20220315,20220414,30,1,202203,202204,20220415,20220315,202204,20220414,20220415,1,1,0,30,29
20220420,20220520,30,1,202204,202205,20220520,20220420,202205,20220520,20220520,0,0,0,30,29
20220518,20220617,30,1,202205,202206,20220617,20220518,202206,20220617,20220617,0,0,0,30,29
20220615,20220715,30,1,202206,202207,20220715,20220615,202207,20220715,20220715,0,0,0,30,29
20220720,20220819,30,1,202207,202208,20220819,20220720,202208,20220819,20220819,0,0,0,30,29
20220817,20220916,30,1,202208,202209,20220916,20220817,202209,20220916,20220916,0,0,0,30,29
20220921,20221021,30,1,202209,202210,20221021,20220921,202210,20221021,20221021,0,0,0,30,29
20221019,20221118,30,1,202210,202211,20221118,20221019,202211,20221118,20221118,0,0,0,30,29
20221116,20221216,30,1,202211,202212,20221216,20221116,202212,20221216,20221216,0,0,0,30,29
20221221,20230120,30,1,202212,202301,20230120,20221221,202301,20230120,20230120,0,0,0,30,29
20230118,20230217,30,1,202301,202302,20230217,20230118,202302,20230217,20230217,0,0,0,30,29
20230215,20230317,30,1,202302,202303,20230317,20230215,202303,20230317,20230317,0,0,0,30,29
20230322,20230421,30,1,202303,202304,20230421,20230322,202304,20230421,20230421,0,0,0,30,29
20230419,20230519,30,1,202304,202305,20230519,20230419,202305,20230519,20230519,0,0,0,30,29
20230517,20230616,30,1,202305,202306,20230616,20230517,202306,20230616,20230616,0,0,0,30,29
20230621,20230721,30,1,202306,202307,20230721,20230621,202307,20230721,20230721,0,0,0,30,29
20230719,20230818,30,1,202307,202308,20230818,20230719,202308,20230818,20230818,0,0,0,30,29
20230816,20230915,30,1,202308,202309,20230915,20230816,202309,20230915,20230915,0,0,0,30,29
20230920,20231020,30,1,202309,202310,20231020,20230920,202310,20231020,20231020,0,0,0,30,29
20231018,20231117,30,1,202310,202311,20231117,20231018,202311,20231117,20231117,0,0,0,30,29
20231115,20231215,30,1,202311,202312,20231215,20231115,202312,20231215,20231215,0,0,0,30,29
20231220,20240119,30,1,202312,202401,20240119,20231220,202401,20240119,20240119,0,0,0,30,29
20240117,20240216,30,1,202401,202402,20240216,20240117,202402,20240216,20240216,0,0,0,30,29
20240214,20240315,30,1,202402,202403,20240315,20240214,202403,20240315,20240315,0,0,0,30,29
20240320,20240419,30,1,202403,202404,20240419,20240320,202404,20240419,20240419,0,0,0,30,29
20240417,20240517,30,1,202404,202405,20240517,20240417,202405,20240517,20240517,0,0,0,30,29
20240522,20240621,30,1,202405,202406,20240621,20240522,202406,20240621,20240621,0,0,0,30,29
20240618,20240719,30,1,202406,202407,20240719,20240619,202407,20240719,20240719,0,0,1,31,30
20240717,20240816,30,1,202407,202408,20240816,20240717,202408,20240816,20240816,0,0,0,30,29
20240821,20240920,30,1,202408,202409,20240920,20240821,202409,20240920,20240920,0,0,0,30,29
20240918,20241018,30,1,202409,202410,20241018,20240918,202410,20241018,20241018,0,0,0,30,29
20241016,20241115,30,1,202410,202411,20241115,20241016,202411,20241115,20241115,0,0,0,30,29
20241120,20241220,30,1,202411,202412,20241220,20241120,202412,20241220,20241220,0,0,0,30,29
20241218,20250117,30,1,202412,202501,20250117,20241218,202501,20250117,20250117,0,0,0,30,29
20250122,20250221,30,1,202501,202502,20250221,20250122,202502,20250221,20250221,0,0,0,30,29
20250219,20250321,30,1,202502,202503,20250321,20250219,202503,20250321,20250321,0,0,0,30,29
20250318,20250417,30,1,202503,202504,20250418,20250318,202504,20250417,20250418,1,1,0,30,29
20250416,20250516,30,1,202504,202505,20250516,20250416,202505,20250516,20250516,0,0,0,30,29
20250521,20250620,30,1,202505,202506,20250620,20250521,202506,20250620,20250620,0,0,0,30,29
20250618,20250718,30,1,202506,202507,20250718,20250618,202507,20250718,20250718,0,0,0,30,29
20250716,20250815,30,1,202507,202508,20250815,20250716,202508,20250815,20250815,0,0,0,30,29
20250820,20250919,30,1,202508,202509,20250919,20250820,202509,20250919,20250919,0,0,0,30,29
