date_TTM_30,exdate_TTM_30,kappa_TTM_30,date_TTM_60,exdate_TTM_60,kappa_TTM_60,date_TTM_90,exdate_TTM_90,kappa_TTM_90,date_TTM_180,exdate_TTM_180,kappa_TTM_180
20120823,20120921,0.850120304545032,20120821,20121019,0.973396050512423,20121217,20130315,0.883443256845835,NaN,NaN,NaN
20120920,20121019,0.850830681615304,20120918,20121116,0.974369370305486,20130122,20130419,0.884826021756282,NaN,NaN,NaN
20121018,20121116,0.850435175043482,20121023,20121221,0.973429006702477,20130219,20130517,0.885353153119086,NaN,NaN,NaN
20121123,20121221,0.850723615164298,20121120,20130118,0.973954645454931,20130325,20130621,0.885666037053861,NaN,NaN,NaN
20121220,20130118,0.850023496003691,20121218,20130215,0.973422590346431,20130422,20130719,0.885571279729977,NaN,NaN,NaN
20130117,20130215,0.850385904291052,20130115,20130315,0.973862577574771,20130520,20130816,0.884447222583856,NaN,NaN,NaN
20130214,20130315,0.850982170335652,20130219,20130419,0.974609443043999,20130624,20130920,0.885245566740656,NaN,NaN,NaN
20130321,20130419,0.850694630816925,20130319,20130517,0.974768079598422,20130722,20131018,0.885824183010115,NaN,NaN,NaN
20130418,20130517,0.850151735228646,20130423,20130621,0.974857919547891,20130819,20131115,0.885335999835217,NaN,NaN,NaN
20130523,20130621,0.851189720577474,20130521,20130719,0.974279561313182,20130923,20131220,0.885243982836453,NaN,NaN,NaN
20130620,20130719,0.849869211908262,20130618,20130816,0.975004592437555,20131021,20140117,0.886585568137938,NaN,NaN,NaN
20130718,20130816,0.851058862135551,20130723,20130920,0.974817523549294,20131125,20140221,0.886330082109401,NaN,NaN,NaN
20130822,20130920,0.850618982730502,20130820,20131018,0.974813779678451,20131223,20140321,0.887473837573698,NaN,NaN,NaN
20130919,20131018,0.85078616422373,20130917,20131115,0.97463846974549,20140121,20140417,0.887506998001213,NaN,NaN,NaN
20131017,20131115,0.851242326735983,20131022,20131220,0.974979549285702,20140218,20140516,0.887257115103034,NaN,NaN,NaN
20131121,20131220,0.852114733532886,20131119,20140117,0.975259982312986,20140324,20140620,0.887184224845508,NaN,NaN,NaN
20131219,20140117,0.851445594159233,20131224,20140221,0.976043105132331,20140421,20140718,0.886913792676376,NaN,NaN,NaN
20140123,20140221,0.85183702619639,20140121,20140321,0.97639592407024,20140519,20140815,0.886901540648658,NaN,NaN,NaN
