date_30,rf_gross_TTM30,date_60,rf_gross_TTM60,date_90,rf_gross_TTM90,date_180,rf_gross_TTM180
20151021,1.00015517866714,20151020,1.0004294523182,20160222,1.00143726550368,,
20151119,1.00016332950119,20151116,1.00050079852642,20160321,1.00143314608331,,
20151216,1.000288648989,20151221,1.00085019160836,20160418,1.00142214251786,,
20160120,1.00034168471709,20160119,1.00085326606016,20160523,1.00163015324348,,
20160217,1.00034776103411,20160216,1.00084396378062,20160620,1.00145351784885,,
20160316,1.00035168603252,20160321,1.00088646501172,20160725,1.00174256450502,,
20160420,1.00035576441495,20160418,1.00089481123995,20160822,1.00184407225451,,
20160518,1.00035330094246,20160516,1.00087017185166,20160919,1.00184928592894,,
20160615,1.00035806589494,20160620,1.00091462261984,20161024,1.00197274135957,,
20160720,1.00039108625782,20160718,1.00096830658468,20161121,1.00203561096447,,
20160817,1.00040927055027,20160822,1.00113854641858,20161219,1.0022472022919,,
20160921,1.0004387748069,20160919,1.0011603491129,20170123,1.00238804753711,,
20161019,1.00042056316885,20161017,1.00112030371692,20170221,1.0024903409063,,
20161116,1.00044331806966,20161121,1.00126326279206,20170320,1.00274131522975,,
20161221,1.00060716080234,20161219,1.00143597861451,20170424,1.00284396268374,,
20170118,1.00062433378003,20170117,1.00145196296392,20170522,1.00286275890896,,
20170215,1.00062642164343,20170221,1.00157310407713,20170619,1.00309729711981,,
20170322,1.00079163339562,20170320,1.00177458076134,20170724,1.00316628170005,,
20170419,1.00079787454364,20170417,1.0017910166757,20170821,1.00315207255201,,
20170517,1.00080453815912,20170522,1.00186816611328,20170918,1.00322512179535,,
20170621,1.00097889709499,20170619,1.00206386635159,20171023,1.00337231731153,,
20170719,1.00098726192978,20170717,1.00207420047343,20171120,1.0035599633741,,
20170816,1.000987404901,20170821,1.00209500436162,20171218,1.00391316235761,,
20170920,1.00099454491021,20170918,1.00213093924559,20180122,1.00417414508336,,
20171018,1.00099691975064,20171016,1.00215885442824,20180220,1.00460185008845,,
